0.000000 0.000000 1.000000
0.000000 0.100000 0.000000
0.000000 0.200000 0.000000
0.000000 0.300000 0.000000
0.000000 0.400000 0.000000
0.000000 0.500000 0.000000
0.000000 0.600000 0.000000
0.000000 0.700000 0.000000
0.000000 0.800000 0.000000
0.000000 0.900000 0.000000
0.000000 1.000000 0.000000

0.002999 0.000000 1.000000
0.002999 0.100000 0.300000
0.002999 0.200000 0.000000
0.002999 0.300000 0.000000
0.002999 0.400000 0.000000
0.002999 0.500000 0.000000
0.002999 0.600000 0.000000
0.002999 0.700000 0.000000
0.002999 0.800000 0.000000
0.002999 0.900000 0.000000
0.002999 1.000000 0.000000

0.005997 0.000000 1.000000
0.005997 0.100000 0.420000
0.005997 0.200000 0.090000
0.005997 0.300000 0.000000
0.005997 0.400000 0.000000
0.005997 0.500000 0.000000
0.005997 0.600000 0.000000
0.005997 0.700000 0.000000
0.005997 0.800000 0.000000
0.005997 0.900000 0.000000
0.005997 1.000000 0.000000

0.008996 0.000000 1.000000
0.008996 0.100000 0.495000
0.008996 0.200000 0.162000
0.008996 0.300000 0.027000
0.008996 0.400000 0.000000
0.008996 0.500000 0.000000
0.008996 0.600000 0.000000
0.008996 0.700000 0.000000
0.008996 0.800000 0.000000
0.008996 0.900000 0.000000
0.008996 1.000000 0.000000

0.011994 0.000000 1.000000
0.011994 0.100000 0.546600
0.011994 0.200000 0.221400
0.011994 0.300000 0.059400
0.011994 0.400000 0.008100
0.011994 0.500000 0.000000
0.011994 0.600000 0.000000
0.011994 0.700000 0.000000
0.011994 0.800000 0.000000
0.011994 0.900000 0.000000
0.011994 1.000000 0.000000

0.014993 0.000000 1.000000
0.014993 0.100000 0.585060
0.014993 0.200000 0.270360
0.014993 0.300000 0.092610
0.014993 0.400000 0.021060
0.014993 0.500000 0.002430
0.014993 0.600000 0.000000
0.014993 0.700000 0.000000
0.014993 0.800000 0.000000
0.014993 0.900000 0.000000
0.014993 1.000000 0.000000

0.017991 0.000000 1.000000
0.017991 0.100000 0.615132
0.017991 0.200000 0.311445
0.017991 0.300000 0.124470
0.017991 0.400000 0.036936
0.017991 0.500000 0.007290
0.017991 0.600000 0.000729
0.017991 0.700000 0.000000
0.017991 0.800000 0.000000
0.017991 0.900000 0.000000
0.017991 1.000000 0.000000

0.020990 0.000000 1.000000
0.020990 0.100000 0.639486
0.020990 0.200000 0.346459
0.020990 0.300000 0.154302
0.020990 0.400000 0.054302
0.020990 0.500000 0.014215
0.020990 0.600000 0.002479
0.020990 0.700000 0.000219
0.020990 0.800000 0.000000
0.020990 0.900000 0.000000
0.020990 1.000000 0.000000

0.023988 0.000000 1.000000
0.023988 0.100000 0.659732
0.023988 0.200000 0.376720
0.023988 0.300000 0.181949
0.023988 0.400000 0.072276
0.023988 0.500000 0.022720
0.023988 0.600000 0.005322
