0.000000 0.000000 1.000000
0.000000 0.100000 0.000000
0.000000 0.200000 0.000000
0.000000 0.300000 0.000000
0.000000 0.400000 0.000000
0.000000 0.500000 0.000000
0.000000 0.600000 0.000000
0.000000 0.700000 0.000000
0.000000 0.800000 0.000000
0.000000 0.900000 0.000000
0.000000 1.000000 0.000000

0.005000 0.000000 1.000000
0.005000 0.100000 0.500000
0.005000 0.200000 0.000000
0.005000 0.300000 0.000000
0.005000 0.400000 0.000000
0.005000 0.500000 0.000000
0.005000 0.600000 0.000000
0.005000 0.700000 0.000000
0.005000 0.800000 0.000000
0.005000 0.900000 0.000000
0.005000 1.000000 0.000000

0.010000 0.000000 1.000000
0.010000 0.100000 0.500000
0.010000 0.200000 0.250000
0.010000 0.300000 0.000000
0.010000 0.400000 0.000000
0.010000 0.500000 0.000000
0.010000 0.600000 0.000000
0.010000 0.700000 0.000000
0.010000 0.800000 0.000000
0.010000 0.900000 0.000000
0.010000 1.000000 0.000000

0.015000 0.000000 1.000000
0.015000 0.100000 0.625000
0.015000 0.200000 0.250000
0.015000 0.300000 0.125000
0.015000 0.400000 0.000000
0.015000 0.500000 0.000000
0.015000 0.600000 0.000000
0.015000 0.700000 0.000000
0.015000 0.800000 0.000000
0.015000 0.900000 0.000000
0.015000 1.000000 0.000000

0.020000 0.000000 1.000000
0.020000 0.100000 0.625000
0.020000 0.200000 0.375000
0.020000 0.300000 0.125000
0.020000 0.400000 0.062500
0.020000 0.500000 0.000000
0.020000 0.600000 0.000000
0.020000 0.700000 0.000000
0.020000 0.800000 0.000000
0.020000 0.900000 0.000000
0.020000 1.000000 0.000000

0.025000 0.000000 1.000000
0.025000 0.100000 0.687500
0.025000 0.200000 0.375000
0.025000 0.300000 0.218750
0.025000 0.400000 0.062500
0.025000 0.500000 0.031250
0.025000 0.600000 0.000000
0.025000 0.700000 0.000000
0.025000 0.800000 0.000000
0.025000 0.900000 0.000000
0.025000 1.000000 0.000000

0.030000 0.000000 1.000000
0.030000 0.100000 0.687500
0.030000 0.200000 0.453125
0.030000 0.300000 0.218750
0.030000 0.400000 0.125000
0.030000 0.500000 0.031250
0.030000 0.600000 0.015625
0.030000 0.700000 0.000000
0.030000 0.800000 0.000000
0.030000 0.900000 0.000000
0.030000 1.000000 0.000000

0.035000 0.000000 1.000000
0.035000 0.100000 0.726562
0.035000 0.200000 0.453125
0.035000 0.300000 0.289062
0.035000 0.400000 0.125000
0.035000 0.500000 0.070312
0.035000 0.600000 0.015625
0.035000 0.700000 0.007812
0.035000 0.800000 0.000000
0.035000 0.900000 0.000000
0.035000 1.000000 0.000000

0.040000 0.000000 1.000000
0.040000 0.100000 0.726562
0.040000 0.200000 0.507812
0.040000 0.300000 0.289062
0.040000 0.400000 0.179688
0.040000 0.500000 0.070312
0.040000 0.600000 0.039062
